name,locations,taxonomy_kingdom,taxonomy_phylum,taxonomy_class,taxonomy_order,taxonomy_family,taxonomy_genus,taxonomy_scientific_name,characteristics_prey,characteristics_name_of_young,characteristics_group_behavior,characteristics_estimated_population_size,characteristics_biggest_threat,characteristics_most_distinctive_feature,characteristics_other_name(s),characteristics_gestation_period,characteristics_habitat,characteristics_diet,characteristics_average_litter_size,characteristics_lifestyle,characteristics_common_name,characteristics_number_of_species,characteristics_location,characteristics_slogan,characteristics_group,characteristics_color,characteristics_skin_type,characteristics_top_speed,characteristics_lifespan,characteristics_weight,characteristics_length,characteristics_age_of_sexual_maturity,characteristics_age_of_weaning,characteristics_litter_size,characteristics_predators,characteristics_type,characteristics_height,characteristics_distinctive_feature,characteristics_temperament,characteristics_training,characteristics_wingspan,characteristics_incubation_period,characteristics_age_of_fledgling,characteristics_average_clutch_size,characteristics_main_prey,characteristics_water_type,characteristics_age_of_independence,characteristics_nesting_location,characteristics_age_of_molting,characteristics_favorite_food,characteristics_origin,characteristics_migratory,domesticos,protegidos,exoticos
Puffin,"['Eurasia', 'Europe', 'North-America', 'Ocean']",Animalia,Chordata,Aves,Charadriiformes,Alcidae,Fratercula,Fratercula arctica,"Sandeel, Herring, Sprat",Chick,Colony,Decreasing,Hunting and Pollution,"Brightly coloured, triangular bill","Atlantic Puffin, Tufted Puffin, Horned Puffin, Rhinoceros Auklet",Unknown,Sea and coastal regions,Carnivore,Unknown,Diurnal,Puffin,4.0,Northern Hemisphere,Can remain in the water for up to 2 minutes!,Bird,GreyBlackWhite,Feathers,55 mph,15 - 30 years,368.5g - 481.9g (13oz - 17oz),Unknown,4 - 5 years,Unknown,Unknown,"Gulls, Skuas, Foxes",Unknown,28cm - 32cm (11in - 12.6in),Unknown,Unknown,Unknown,47cm - 63cm (18.5in - 24.8in),45 days,2 months,1.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0
Little Penguin,"['Ocean', 'Oceania']",Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptula,Eudyptula Minor,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Rocky Antarctic Islands,Carnivore,2,Colony,Unknown,Unkown,Unknown,The smallest species of penguin!,Unknown,GreyBlueBlackWhite,Feathers,Unknown,10 - 20 years,1kg - 3kg (2.2lbs - 6.6lbs),Unknown,Unknown,Unknown,Unknown,"Leopard Seal, Killer Whale, Sharks",Bird,35cm - 50cm (14in - 20in),Small body size with blue/grey feathers,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Krill, Fish, Shrimp",Unknown,Unknown,Unknown,Unknown,Krill,Unknown,Unknown,1,0,0
Great Crested Flycatcher,"['Central-America', 'North-America', 'South-America']",Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Myiarchus,Myiarchus crinitus,"Insects, spiders, lizards, fruits, and berries",Unknown,Unknown,6.7 million,Habitat loss and poisoning,The crest on the head,Unknown,Unknown,Woodlands,Omnivore,Unknown,Unknown,Great Crested Flycatcher,1.0,"United States and Canada, Central and South America",Unknown,Unknown,BrownYellowBlue,Unknown,Unknown,Up to 14 years,27-40g (0.9-1.4oz),Unknown,Unknown,Unknown,Unknown,Snakes and squirrels,Bird,17-21cm (6.7-8.3in),Unknown,Unknown,Unknown,33cm (13in),13-15 days,Unknown,Unknown,Unknown,Unknown,Unknown,Tree cavities,13-15 days,Unknown,Unknown,1.0,1,0,0
Vulture,"['Africa', 'Asia', 'Central-America', 'Eurasia', 'Europe', 'North-America', 'South-America']",Animalia,Chordata,Aves,Cathartiformes,Cathartidae,Cathartes,Cathartes aura,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Deserts, savannah and grassland near water",Carnivore,Unknown,Solitary,Unknown,Unkown,Unknown,There are 30 different species worldwide!,Unknown,BrownGreyBlackWhiteTan,Feathers,30 mph,20 - 30 years,0.85kg - 2.2kg (1.9lbs - 5lbs),Unknown,Unknown,Unknown,Unknown,"Hawks, Snakes, Wild cats",Bird,64cm - 81cm (25in - 32in),"Large wings and sharp, curved beak",Unknown,Unknown,130cm - 183cm (51in - 72in),Unknown,Unknown,2.0,"Rats, Small and large animal carcasses",Unknown,Unknown,Unknown,Unknown,Rats,Unknown,Unknown,1,0,0
Seagull,"['Africa', 'Antarctica', 'Asia', 'Central-America', 'Eurasia', 'Europe', 'North-America', 'Ocean', 'Oceania', 'South-America']",Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus argentatus,"Fish, insects, earthworms, rodents, reptiles, amphibians, birds, and more",Unknown,Unknown,millions,Overfishing and climate change,"The long bill, hooked at the end",mews,Unknown,Coasts and beaches,Carnivore,Unknown,Unknown,seagull,-2.0,Unknown,Unknown,Unknown,BrownGreyYellowRedBlackWhite,Unknown,Unknown,up to 49 years,four ounces to four pounds,Unknown,Unknown,Unknown,Unknown,"Raccoons, cats, foxes, minks, and birds of prey",bird,11-30 inches,Unknown,Unknown,Unknown,up to 67 inches,one month,Unknown,2.0,Unknown,Unknown,Unknown,Ground and cliff sites,one to two months,Unknown,Unknown,1.0,1,0,0
Myna Bird,"['Africa', 'Asia', 'North-America', 'Oceania']",Animalia,Chordata,Aves,Passeriformes,Sturnidae,Unknown,Unknown,"Insects, other small animals including crustaceans, rodents and fish",Unknown,Unknown,"Depends on the species. The population of the common mynah, Acridotheres tristis is unknown, but it is abundant in its range, and its population is increasing. On the other hand, the Bali myna is critically endangered. Scientists believe that less than 100 adult birds are left in the wild.","Habitat destruction, pet trade",The ability of some species to speak.,"Selarang, Teck Meng, Indian myna, Calcutta myna, Mal kawadiya, Sela lihiniya, Kampatiya, Sula magpie, talking myna, common grackle",Unknown,"Extensive, including farms, cities, forests, deserts, open forests, moist forests, mountain forests and dry woodlands, jungles, plantations and dwarf forests",Carnivore,Unknown,Unknown,"Mynah, or myna",Unkown,"Asia, including the Indian subcontinent, Oceania and North America",Unknown,Unknown,YellowBlackWhiteDark Brown,Feathers,50 mph,Unknown,3 to 14 ounces in weight,9 to 19.5 inches,Unknown,Unknown,Four to five,"Crows, cats, mongooses, humans",Bird,Unknown,Unknown,Unknown,Unknown,4.72 to 8.4 inches,13 to 18 days,Unknown,2.0,Unknown,Unknown,Unknown,In a tree or in river banks,22 to 24 days,Unknown,Unknown,Unknown,1,0,0
Stork,"['Africa', 'Asia', 'Central-America', 'Eurasia', 'Europe', 'North-America', 'Oceania', 'South-America']",Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Unknown,Unknown,"Insects, amphibians, small mammals, bird eggs, fish, crustaceans.",Unknown,Unknown,"700,000+",Agricultural changes and industrialization by humans.,"long legs, long neck, and long bill",Unknown,Unknown,"Open grasslands, light woodlands, marshes, wet meadows, rivers, ponds.",Carnivore,Unknown,Unknown,Stork,19.0,"Australia, North America, Africa, Europe, Asia, South America",Unknown,Unknown,RedBlackWhite,Feathers,16 mph,"22 years in wild, 35 years in captivity",6.2 to 7.3 lbs.,39-45 inches,Unknown,Unknown,1-7 eggs,"American alligators, though eggs are attacked by small mammals.",Bird,39-49 inches,Unknown,Unknown,Unknown,Up to 10.5+ feet,33-34 days,Unknown,1.0,Unknown,Unknown,Unknown,"Cliff sides, trees, and on tops of homes",11 months,Unknown,Unknown,1.0,1,0,0
Common Raven,"['Africa', 'Asia', 'Central-America', 'Eurasia', 'Europe', 'North-America']",Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus corax,"Insects, small mammals, reptiles, amphibians, spiders, eggs",Unknown,Flocks,16 million,Humans,Their intelligence,"Corby, corbeau, western raven, northern raven",Unknown,"Open areas such as tundras, taigas, cliffs, deserts, plains, but can be found in just about every habitat save rainforests",Omnivore,Unknown,Unknown,Raven,Unkown,"Most countries in the northern hemisphere, including most of North America, southern Greenland, north Africa, most of Europe, Russia and China",Unknown,Unknown,Black,Feathers,40 mph,13 to 44 years,1.5 to 3.6 pounds,25 inches,Unknown,Unknown,Three to seven,"Owls, eagles, martens attack their eggs, larger birds of prey such as great horned owls and mammalian carnivores such as coyotes or cougars might prey on younger ravens.",Bird,Unknown,Unknown,Unknown,Unknown,45 to 51 inches,18 to 25 days,Unknown,1.0,Unknown,Unknown,Unknown,"Old trees, ledges, cliffs, even utility poles",35 to 42 days,Unknown,Unknown,Unknown,1,0,0
Eurasian Nuthatch,"['Asia', 'Eurasia', 'Europe']",Animalia,Chordata,Aves,Passeriformes,Sittidae,Sitta,Sitta europaea,"Insects, nuts",Unknown,Unknown,"10,000,000 - 500,000,000",Habitat loss,Orange breast,Wallcreeper,Unknown,"Woodlands, old trees",Omnivore,Unknown,Unknown,Eurasian nuthatch,Unkown,"Asia, Europe",Unknown,Unknown,GreyBlueWhiteOrange,Feathers,13 mph,2-12 years,0.6-1 ounce,3.9 - 7.7 inches,Unknown,Unknown,6-9,"Hawks, owls",Bird,2-3 inches,Unknown,Unknown,Unknown,8.9-10.6 inches,13-18 days,Unknown,Unknown,Unknown,Unknown,Unknown,Trees,Unknown,Unknown,Unknown,Unknown,0,1,0
Gouldian Finch,['Oceania'],Animalia,Chordata,Aves,Passeriformes,Estrildidae,Erythrura,Erythrura gouldiae,Unknown,Unknown,Unknown,"2,500",Habitat changes,Brightly colored plumage,"Lady Gouldian finch, Gould’s finch, or the rainbow finch",Unknown,Grassy plains with Eucalyptus trees,Herbivore,Unknown,Unknown,Gouldian finch,1.0,Australia,Unknown,Unknown,YellowRedBlueBlackPurple,Unknown,Unknown,8 years in captivity,14g,5.5in – 6in,Unknown,Unknown,Unknown,"Cats, hawks, and snakes",Bird,5in,Unknown,Unknown,Unknown,5.5in,14 days,Unknown,Unknown,Unknown,Unknown,Unknown,Tree hollows,3 - 4 weeks,Seeds,Unknown,Unknown,1,0,0
Sparrow,"['Africa', 'Asia', 'Central-America', 'Eurasia', 'Europe', 'North-America', 'Oceania', 'South-America']",Animalia,Chordata,Aves,Passeriformes,Passeridae,Unknown,Unknown,Unknown,Unknown,Unknown,1.6 billion,Unknown,Unknown,Unknown,Unknown,Countryside and woodland,Omnivore,Unknown,Flock,Unknown,Unkown,Unknown,There are 140 different species!,Unknown,BrownGreyYellowBlueBlackWhiteTan,Feathers,25 mph,4 - 7 years,13.4g - 42g (0.5oz - 1.5oz),Unknown,Unknown,Unknown,Unknown,"Cats, Snakes, Hawks",Bird,11.4cm - 18cm (4.5in - 7in),Small body size and rounded head,Unknown,Unknown,8.3 inches,10 to 14 days,Unknown,4.0,"Insects, Seeds, Berries",Unknown,Unknown,On or around buildings,82 days,Unknown,Unknown,Unknown,1,0,0
Kestrel,"['Africa', 'Asia', 'Europe', 'North-America', 'South-America']",Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco sparverius,"Small rodents, lizards, insects, birds, and eggs",Unknown,Unknown,9.2 million,Starvation,Hunting behavior of hovering and diving,"Grasshopper hawk, killy hawk, short-winged hawk, windhover, house hawk, and rusty-crowned falcon",Unknown,Open countryside,Carnivore,3-7,Unknown,Sparrowhawk,15.0,"North America, most of South America, Europe, Asia, Africa",Unknown,Unknown,BrownBlack,Unknown,39 mph,"5 years in the wild, 17 years in captivity",2.8-6.5oz,8.7-15in,Unknown,Unknown,Unknown,"Larger birds of prey, snakes, fire ants, and cats",Bird,Unknown,Unknown,Unknown,Unknown,20-31in,30 days,Unknown,Unknown,Unknown,Unknown,Unknown,"Natural cavities, other birds' nests, nesting boxes",The next spring (adults molt in the fall),Unknown,Unknown,1.0,1,0,0
Jacana,"['Africa', 'Asia', 'Central-America', 'Oceania', 'South-America']",Animalia,Chordata,Aves,Charadriiformes,Jacanidae,Jacana Brisson,Jacanidae,"Insects, snails, worms, crabs, fish, mollusks, and seeds",Unknown,Unknown,millions,habitat loss,The long legs and feet,Lilly trotters or lotus birds,Unknown,wetlands,Omnivore,Unknown,Unknown,jacana,8.0," Asia, Africa, Australia, and Central and South America",Unknown,Unknown,BrownYellowRedBlackWhiteGreen,Unknown,Unknown,Unknown,one to nine ounces,Unknown,Unknown,Unknown,Unknown,"Otters, turtles, crocodiles, snakes, birds of prey, and fish",bird,six to 12 inches,Unknown,Unknown,Unknown,20 inches,22-28 days,Unknown,3.0,Unknown,Unknown,Unknown,floating islands,50-60 days,Unknown,Unknown,Unknown,1,0,0
Tree swallow,"['Central-America', 'North-America']",Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Tachycineta,Tachycineta bicolor,"Insects, berries, and seeds",Unknown,Unknown,20 million,Loss of nesting sites,The iridescent greenish-blue plumage,Unknown,Unknown,"Meadows, marshes, and shorelines",Omnivore,Unknown,Unknown,Tree Swallow,1.0,North America,Unknown,Unknown,BlueBlackWhite,Feathers,30 mph,Unknown,17-25g,4.7-5.5 inches,Unknown,Unknown,Unknown,"Snakes, raccoons, weasels, cats, chipmunks, falcons, hawks, owls, and magpies",Bird,Unknown,Unknown,Unknown,Unknown,12-14in,11-19 days,Unknown,Unknown,Unknown,Unknown,Unknown,Hollows and holes,15-25 days,Unknown,Unknown,1.0,1,0,0
Scarlet Macaw,"['Central-America', 'South-America']",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,Ara macao,Unknown,Unknown,Unknown,"20,000 - 50,000",Habitat destruction,Brightly colored plumage,Unknown,Unknown,Rainforests,Omnivore,Unknown,Unknown,Scarlet macaw,1.0,Central and South America,Unknown,Unknown,YellowRedBlue,Feathers,35 mph,Up to 75 years,2lbs,30-35in,Unknown,Unknown,Unknown,"Jaguars, eagles, hawks, monkeys, and snakes",Bird,Unknown,Unknown,Unknown,Unknown,3ft,3-4 weeks,Unknown,Unknown,Unknown,Unknown,Unknown,Upper canopy,3-4 months,"Fruit, nuts, nectar, and insects",Unknown,Unknown,1,0,0
Common Buzzard,"['Africa', 'Asia', 'Eurasia', 'Europe']",Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo buteo,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Countryside and woodland,Carnivore,Unknown,Solitary,Common Buzzard,Unkown,Unknown,The most common raptor in the UK!,Unknown,BrownGreyBlackWhite,Feathers,25 mph,12 - 20 years,400g - 1400g (15oz - 48oz),51cm - 57cm (20in - 22in),Unknown,Unknown,Unknown,"Fox, Eagle, Wildcats",Bird,Unknown,Small head and curved beak,Unknown,Unknown,42-53 inches,33-38 days,Unknown,3.0,"Rabbit. Pheasant, Lizards",Unknown,Unknown,Tree branch or fork in tree,1 month,Rabbit,Unknown,1.0,0,1,0
European Robin,"['Africa', 'Asia', 'Eurasia', 'Europe']",Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Erithacus,Erithacus rubecula,"Insects, spiders and worms",Unknown,Unknown,Unknown,Hunting on the continent,Its red/orange breast,"Robin, redbreast, English robin, ruddock, robinet, chat",Unknown,"Gardens, farms, woods, heathland",Omnivore,Unknown,Unknown,European Robin,Unkown,"Europe, western Russia, northern Africa, Middle East",Unknown,Unknown,BrownGreyWhiteOrange,Feathers,35 mph,13 months but can live much longer,0.56 to 0.78 ounces,4.9 to 5.5 inches,Unknown,Unknown,Five to six chicks,"Humans, cats, dogs, birds of prey, snakes, rodents",Bird,Unknown,Unknown,Unknown,Unknown,7.9 to 8.7 inches,13 days,Unknown,Unknown,Unknown,Unknown,Unknown,"Anywhere that provides shelter, including nest boxes, flower pots, crevices and unused machinery",14 days,Unknown,Unknown,1.0,0,1,0
Woodpecker,"['Africa', 'Asia', 'Central-America', 'Eurasia', 'Europe', 'North-America', 'South-America']",Animalia,Chordata,Aves,Piciformes,Picidae,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Dense forest and woodland,Omnivore,Unknown,Solitary,Unknown,Unkown,Unknown,There are 200 different species!,Unknown,BrownGreyRedBlackWhiteTanGreen,Feathers,15 mph,6-11 years,7-600g (0.2-21oz),Unknown,Unknown,Unknown,Unknown,"Rat, Snakes, Wild cats",Bird,Unknown,Unknown,Unknown,Unknown,Up to 30 inches,11 days to two weeks,Unknown,4.0,"Seeds, Fruit, Insects",Unknown,Unknown,Holes in the trunks of trees,late summer within the first year,Seeds,Unknown,Unknown,1,0,0
Swan,"['Africa', 'Asia', 'Central-America', 'Eurasia', 'Europe', 'North-America', 'Oceania', 'South-America']",Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,Cygnus atratus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Large, shallow wetlands and open water",Omnivore,Unknown,Flock,Unknown,Unkown,Unknown,Populations have been affected by pollution!,Unknown,GreyBlackWhiteOrange,Feathers,50 mph,8 - 12 years,10kg - 15kg (22lbs - 33lbs),91cm - 150cm (36in - 60in),Unknown,Unknown,Unknown,"Human, Wolf, Raccoon",Bird,Unknown,"Large, powerful wings and webbed feet",Unknown,Unknown,200cm - 350cm (79in - 138in),Unknown,Unknown,5.0,"Aquatic Plants, Insects, Small Fish",Unknown,Unknown,Unknown,Unknown,Aquatic Plants,Unknown,Unknown,1,0,0
Peacock,"['Africa', 'Asia']",Animalia,Chordata,Aves,Galliformes,Phasianidae,Pavo,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Desert and savanna areas,Omnivore,Unknown,Solitary,Unknown,Unkown,Unknown,Most commonly found on the Indian mainland!,Unknown,BrownGreyBlueGreen,Feathers,10 mph,12 - 20 years,2.7kg - 6kg (6lbs - 13.2lbs),86cm - 107cm (34in - 42in),Unknown,Unknown,Unknown,"Dogs, Raccoon, Tiger, Wild cats",Bird,Unknown,Long tail feathers and colourful tail of males,Unknown,Unknown,3-10 ft,27-30 days,Unknown,6.0,"Grains, Seeds, Insects",Unknown,Unknown,Ground,3 years,Grains,Unknown,Unknown,1,0,0
Carolina Parakeet,['North-America'],Animalia,Chordata,Aves,Psittaciformes,Psittacidae,†Conuropsis,†Conuropsis carolinensis,Unknown,Unknown,Unknown,None,Hunting,The brightly colored plumage,Unknown,Unknown,Woodlands,Omnivore,Unknown,Unknown,Carolina Parakeet,1.0,United States,Unknown,Unknown,YellowBlueGreenOrange,Feathers,Unknown,Up to 30 years,280g,12-13 inches,Unknown,Unknown,Unknown,"Birds of prey, raccoons, skunks, squirrels, and snakes",Bird,Unknown,Unknown,Unknown,Unknown,21-23in,23 days,Unknown,1.0,Unknown,Unknown,Unknown,Hollowed trees,18-19 days,"Fruits, seeds, flowers, and insects",Unknown,Unknown,1,0,0
Red-winged blackbird,"['Central-America', 'North-America']",Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius phoeniceus,"Seeds, grains, nuts, insects, snails, frogs",Unknown,Unknown,More than 200 million,Habitat loss,The glossy back feathers and red markings of the male,Unknown,Unknown,"Wetlands, woodlands, and grasslands",Omnivore,Unknown,Unknown,Red-winged Blackbird,1.0,North America,Unknown,Unknown,BrownYellowRedBlackWhite,Feathers,30 mph,Unknown,41-71g,8 inches on average,Unknown,Unknown,Unknown,"Raccoons, minks, owls, and raptors",Bird,Unknown,Unknown,Unknown,Unknown,12-15 inches,3-11 days,Unknown,Unknown,Unknown,Unknown,Unknown,"Cattails, sedges, grasses, and other vegetation",10-14 days,Unknown,Unknown,1.0,1,0,0
Marabou Stork,['Africa'],Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Leptoptilos,Leptoptilos crumenifer,"Smaller birds, small reptiles and small mammals, insects",Unknown,Unknown,"At least 10,000",Disease,Its ugliness,"Undertaker bird, Maraboe, nightmare bird",Unknown,"Deserts, savannas and wet areas, towns and cities",Omnivore,Unknown,Unknown,Marabou stork,Unkown,Sub-Saharan Africa,Unknown,Unknown,RedBlackWhite,Feathers,Unknown,"25 years in the wild, 41 in captivity",20 pounds,Unknown,Unknown,Unknown,1,Humans and large carnivores,Bird,60 inches,Unknown,Unknown,Unknown,12 feet,30 days,Unknown,Unknown,Unknown,Unknown,Unknown,"Cliffs, treetops, buildings",12 to 15 weeks,Unknown,Unknown,1.0,1,0,0
Shoebill Stork,['Africa'],Animalia,Chordata,Aves,Pelecaniformes,Balaenicipitidae,Balaeniceps,Balaeniceps rex,"Fish, snakes, frogs, turtles, lizards, and more",Unknown,Unknown,"11,000 - 15,000",Habitat destruction,Shoe-shaped bill,Whaleheaded stork,Unknown,Wetlands,Carnivore,Unknown,Unknown,Shoebill stork,1.0,East Africa,Unknown,Unknown,GreyYellowBlue,Feathers,30 mph,Up to 35 years,12lbs,Unknown,Unknown,Unknown,Unknown,Humans and crocodiles,Bird,3.5-4.5ft,Unknown,Unknown,Unknown,8ft,30 days,Unknown,Unknown,Unknown,Unknown,Unknown,Small islands or floating vegetation,3-4 months,Unknown,Unknown,Unknown,1,0,0
Avocet,"['Asia', 'Eurasia', 'Europe', 'North-America', 'Oceania', 'South-America']",Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,Recurvirostra,Recurvirostra,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Temperate wetlands,Carnivore,Unknown,Flock,Unknown,Unkown,Unknown,"Has a curved, upturned beak!",Unknown,BlackWhite,Feathers,25 mph,10 - 15 years,140g - 400g (5oz - 14oz),42cm - 45cm (16in - 18in),Unknown,Unknown,Unknown,"Dogs, Cats, Stouts",Bird,Unknown,Long curved beak and striking plumage,Unknown,Unknown,29-31.5 inches,3-4 weeks,Unknown,Unknown,"Insects. Fish, Crustaceans",Unknown,Unknown,Shores,About a month,Insects,Unknown,1.0,1,0,0
Hawaiian Crow,['Extinct in the Wild'],Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus Hawaiiensis,Unknown,Unknown,Flocks,Unknown,Unknown,Dark sheen,Unknown,Unknown,Semi-dry Forests,Omnivore,Unknown,Unknown,Hawaiian Crow,Unkown,Hawaii,Once believed to be a family guardian spirit in Hawaii,Birds,Unknown,Feathers,Unknown,18 Years In the Wild,1lb - 1.2lbs,18in - 20in,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,36in - 42in,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0
Amazon Parrot,"['Central-America', 'South-America']",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Unknown,Unknown,Unknown,Unknown,"The populations of many wild Amazon parrots haven’t been quantified, but 58 percent of these parrots are now considered endangered as of 2021. As of 2020 there were 2361 yellow-naped Amazon parrots, and there are an estimated 9000 to 10,000 red-tailed amazons in the wild. On the other hand, the Imperial amazon is considered critically endangered, and there may be only 50 adult birds in the wild.","Pet trade, habitat destruction",Their colorful feathers,"Sisserou, turquoise-fronted parrot, yellow-shouldered parrot, mercenary amazon, red-tailed parrot, cuca",Unknown,"Woodlands, savannas, rainforests, palm groves, cloud forests, moist forests, mountain forests",Herbivore,Unknown,Unknown,Amazon Parrot,35.0,"South America, the Caribbean, Mexico, South Africa, Europe",Unknown,Unknown,YellowRedBlueGreenPurple,Feathers,50 mph,As long as 100 years,7.6 ounces to 32 ounces,10 to 20 inches long,Unknown,Unknown,Two to five,"Monkeys, birds of prey, snakes",Bird,Unknown,Unknown,Unknown,Unknown,8 inches to 11.26 inches,About a month,Unknown,Unknown,Unknown,Unknown,Unknown,Tree cavity,Two months,Unknown,Unknown,Unknown,1,0,0
Kookaburra,['Oceania'],Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Dacelo,Unknown,"insects, reptiles, crustaceans, small birds, rodents, frogs",Unknown,Unknown,unknown,habitat loss,laugh-like sound,"laughing kookaburra, bushman's alarm clock",Unknown,"woodlands, wetlands",Carnivore,Unknown,Unknown,kookaburra,4.0,"Australia, New Zealand, Tasmania, New Guinea",Unknown,Unknown,BrownGreyBlueBlackWhiteCream,Feathers,20 mph,Unknown,13oz-16oz (0.8lb-1lb),38cm-42cm (15in-17in),Unknown,Unknown,Unknown,"birds of prey, large reptiles, quolls, foxes, pet cats, humans",bird,39cm-42cm (15.4in-16.5in),Unknown,Unknown,Unknown,64cm-66cm (25in-26in),25-29 days,Unknown,Unknown,Unknown,Unknown,Unknown,trees,Unknown,Unknown,Unknown,Unknown,1,0,0
Purple Finch,['North-America'],Animalia,Chordata,Aves,Passeriformes,Fringillidae,Haemorhous,Haemorhous purpureus,Insercts,Unknown,Unknown,6.4 million,Competition with other finches,Red-colored plumage,American rosefinch,Unknown,Forests and urban environments,Omnivore,Unknown,Unknown,Purple finch,1.0,North America,Unknown,Unknown,BrownRedBlackWhite,Unknown,Unknown,Up to 14 years,25g,6in,Unknown,Unknown,Unknown,"Cats, dogs, hawks, squirrels, jays, grackles, barn owls, merlins, and American kestrels",Bird,6in,Unknown,Unknown,Unknown,10in,14 days,Unknown,Unknown,Unknown,Unknown,Unknown,Tree branches,13 - 16 days,"Seeds, buds, fruits, and insects",Unknown,1.0,1,0,0
Lappet-faced Vulture,"['Africa', 'Asia']",Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Torgos,Torgos tracheliotos,"Smaller birds, mammals, insects and reptiles",Unknown,Unknown,Unknown,"Poisoning by humans, loss of prey due to habitat disruption",The “lappets” on its head that give the bird its name,"Nubian vulture, African eared vulture",Unknown,"Deserts, dry savannas, dry scrub, mountain slopes, wadis",Carnivore,Unknown,Unknown,Lappet-Faced Vulture,1.0,Africa and the Middle East,Unknown,Unknown,BlackWhitePinkLight-Brown,Feathers,29 mph,40 to 50 years,9.7 to 20.7 pounds,37 to 45 inches,Unknown,Unknown,1,Humans,Bird,Unknown,Unknown,Unknown,Unknown,8.2 to 9.5 feet,Seven to eight weeks,Unknown,1.0,Unknown,Unknown,Unknown,At the top of a tree,125 to 135 days,Unknown,Unknown,1.0,1,0,0
Ortolan Bunting,"['Africa', 'Asia', 'Eurasia', 'Europe']",Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,Emberiza hortulana,Insects,Unknown,Unknown,Unknown,"Being hunted for use as a French delicacy, habitat destruction, climate change",Its use as haute cuisine,Unknown,Unknown,"Farms, towns, scrubland, deserts, woods and forests",Omnivore,Unknown,Unknown,Ortolan Bunting,Unkown,"Europe, western Asia, sub-Saharan Africa",Unknown,Unknown,BrownGreyYellowOlive-Grey,Feathers,44 mph,Six years,0.7 ounces,6.3 to 6.7 inches,Unknown,Unknown,Four to five chicks,"Humans, birds of prey, cats, foxes, weasels",Bird,Unknown,Unknown,Unknown,Unknown,10 inches,11 to 12 days,Unknown,Unknown,Unknown,Unknown,Unknown,Near or on the ground,12 to 13 days,Unknown,Unknown,1.0,0,1,0
Ruddy Turnstone,"['Africa', 'Europe', 'North-America', 'South-America']",Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Arenaria,Arenaria interpres,"Insects, crustaceans, seeds, fish",Unknown,Unknown,"300,000-500,000",Disease,"Brown, orange, black feathers",Turnstone,Unknown,"Coastlines, wetlands, grasslands",Omnivore,Unknown,Unknown,Turnstone,2.0,Worldwide,Unknown,Unknown,BrownBlackWhite,Unknown,Unknown, 9-19 years,3 oz -5.3 oz,8-9 inches,Unknown,Unknown,2-5,"American mink, Arctic fox, red fox, rats",Bird,Unknown,Unknown,Unknown,Unknown,20-22 inches,22-24 days,Unknown,Unknown,Unknown,Unknown,Unknown,Rocky ground,Unknown,Unknown,Unknown,1.0,0,1,0
